log_id,hole_id,depth_from,depth_to,rock_code,description,created_at
12021,HS552C,59.0,62.0,5,CL,2025-10-31 15:06:18.618626
12022,HS552C,62.0,67.0,5,CL,2025-10-31 15:06:18.618643
12023,HS552C,67.0,68.0,5,CL,2025-10-31 15:06:18.618659
12024,HS552C,68.0,70.1,5,CL,2025-10-31 15:06:18.618676
12025,HS552C,70.1,71.25,81,ST,2025-10-31 15:06:18.618692
12026,HS552C,71.25,72.0,85,SICL,2025-10-31 15:06:18.618708
12027,HS552C,72.0,75.4,5,CL,2025-10-31 15:06:18.618725
12028,HS552C,75.4,77.0,85,SICL,2025-10-31 15:06:18.618754
12029,HS552C,77.0,77.1,81,ST,2025-10-31 15:06:18.618771
12030,HS552C,77.1,80.0,5,CL,2025-10-31 15:06:18.618788
12031,HS552C,80.0,80.2,5,CL,2025-10-31 15:06:18.618804
12032,HS552C,80.2,80.3,4,CBCL,2025-10-31 15:06:18.618821
12033,HS552C,80.3,81.9,5,CL,2025-10-31 15:06:18.618837
12034,HS552C,81.9,82.4,4,CBCL,2025-10-31 15:06:18.618853
12035,HS552C,82.4,83.1,5,CL,2025-10-31 15:06:18.618870
12036,HS552C,83.1,85.0,5,CL,2025-10-31 15:06:18.618944
12037,HS552C,85.0,85.3,3,LICL,2025-10-31 15:06:18.618962
12038,HS552C,85.3,86.8,5,CL,2025-10-31 15:06:18.618978
12039,HS552C,86.8,87.7,4,CBCL,2025-10-31 15:06:18.618996
12040,HS552C,87.7,88.4,5,CL,2025-10-31 15:06:18.619022
12041,HS552C,88.4,88.7,4,CBCL,2025-10-31 15:06:18.619040
12042,HS552C,88.7,90.0,5,CL,2025-10-31 15:06:18.619057
12043,HS552C,90.0,92.4,5,CL,2025-10-31 15:06:18.619073
12044,HS552C,92.4,93.3,2,CLLI,2025-10-31 15:06:18.619090
12045,HS552C,93.3,93.6,4,CBCL,2025-10-31 15:06:18.619107
12046,HS552C,93.6,93.8,5,CL,2025-10-31 15:06:18.619124
12047,HS552C,93.8,96.6,3,LICL,2025-10-31 15:06:18.619142
12048,HS552C,96.6,98.0,4,CBCL,2025-10-31 15:06:18.619159
12049,HS552C,98.0,98.6,5,CL,2025-10-31 15:06:18.619177
12050,HS552C,98.6,98.7,3,LICL,2025-10-31 15:06:18.619194
12051,HS552C,98.7,100.0,3,LICL,2025-10-31 15:06:18.619226
12052,HS552C,100.0,100.8,3,LICL,2025-10-31 15:06:18.619243
12053,HS552C,100.8,102.0,2,CLLI,2025-10-31 15:06:18.619259
12054,HS552C,102.0,102.5,2,CLLI,2025-10-31 15:06:18.619276
12055,HS552C,102.5,103.0,2,CLLI,2025-10-31 15:06:18.619294
12056,HS552C,103.0,104.3,2,CLLI,2025-10-31 15:06:18.619310
12057,HS552C,104.3,105.4,5,CL,2025-10-31 15:06:18.619326
12058,HS552C,105.4,106.4,2,CLLI,2025-10-31 15:06:18.619343
12059,HS552C,106.4,107.0,2,CLLI,2025-10-31 15:06:18.619360
12060,HS552C,107.0,107.3,1,LI,2025-10-31 15:06:18.619377
12061,HS552C,107.3,108.7,1,LI,2025-10-31 15:06:18.619393
12062,HS552C,108.7,109.0,5,CL,2025-10-31 15:06:18.619410
12063,HS552C,109.0,110.1,5,CL,2025-10-31 15:06:18.619428
12064,HS552C,110.1,111.0,5,CL,2025-10-31 15:06:18.619446
12065,HS552C,111.0,111.4,4,CBCL,2025-10-31 15:06:18.619463
12066,HS552C,111.4,112.2,5,CL,2025-10-31 15:06:18.619479
12067,HS552C,112.2,115.0,85,SICL,2025-10-31 15:06:18.619496
12068,HS552C,115.0,117.6,5,CL,2025-10-31 15:06:18.619512
12069,HS552C,117.6,118.7,1,LI,2025-10-31 15:06:18.619528
12070,HS552C,118.7,119.3,1,LI,2025-10-31 15:06:18.619545
12071,HS552C,119.3,120.5,2,CLLI,2025-10-31 15:06:18.619562
12072,HS552C,120.5,120.7,3,LICL,2025-10-31 15:06:18.619578
12073,HS552C,120.7,121.7,5,CL,2025-10-31 15:06:18.619595
12074,HS552C,121.7,123.0,2,CLLI,2025-10-31 15:06:18.619611
12075,HS552C,123.0,124.0,2,CLLI,2025-10-31 15:06:18.619628
12076,HS552C,124.0,124.3,4,CBCL,2025-10-31 15:06:18.619645
12077,HS552C,124.3,125.4,4,CBCL,2025-10-31 15:06:18.619661
12078,HS552C,125.4,126.3,2,CLLI,2025-10-31 15:06:18.619678
12079,HS552C,126.3,126.5,3,LICL,2025-10-31 15:06:18.619694
12080,HS552C,126.5,126.9,3,LICL,2025-10-31 15:06:18.619711
12081,HS552C,126.9,127.2,3,LICL,2025-10-31 15:06:18.619728
12082,HS552C,127.2,127.9,3,LICL,2025-10-31 15:06:18.619745
12083,HS552C,127.9,128.6,5,CL,2025-10-31 15:06:18.619761
12084,HS552C,128.6,129.4,3,LICL,2025-10-31 15:06:18.619778
12085,HS552C,129.4,130.0,5,CL,2025-10-31 15:06:18.619794
12086,HS552C,130.0,130.6,1,LI,2025-10-31 15:06:18.619811
12087,HS552C,130.6,131.0,4,CBCL,2025-10-31 15:06:18.619827
12088,HS552C,131.0,132.1,5,CL,2025-10-31 15:06:18.619843
12089,HS552C,132.1,133.0,3,LICL,2025-10-31 15:06:18.619860
12090,HS552C,133.0,134.2,3,LICL,2025-10-31 15:06:18.619876
12091,HS552C,134.2,137.0,5,CL,2025-10-31 15:06:18.619893
12092,HS552C,137.0,137.8,4,CBCL,2025-10-31 15:06:18.619909
12093,HS552C,137.8,138.5,5,CL,2025-10-31 15:06:18.619925
12094,HS552C,138.5,138.55,81,ST,2025-10-31 15:06:18.619943
12095,HS552C,138.55,140.0,5,CL,2025-10-31 15:06:18.619959
12096,HS552C,140.0,143.0,85,SICL,2025-10-31 15:06:18.619975
12097,HS552C,143.0,145.0,5,CL,2025-10-31 15:06:18.619992
12098,HS552C,145.0,147.0,5,CL,2025-10-31 15:06:18.620008
12099,HS552C,147.0,149.0,5,CL,2025-10-31 15:06:18.620025
12100,HS552C,149.0,149.3,56,CLSA,2025-10-31 15:06:18.620052
12101,HS552C,149.3,150.4,5,CL,2025-10-31 15:06:18.620068
12102,HS552C,150.4,151.8,56,CLSA,2025-10-31 15:06:18.620085
12103,HS552C,151.8,153.45,5,CL,2025-10-31 15:06:18.620101
12104,HS552C,153.45,154.0,6,SA,2025-10-31 15:06:18.620118
12105,HS552C,154.0,155.0,5,CL,2025-10-31 15:06:18.620134
12106,HS552C,155.0,156.7,56,CLSA,2025-10-31 15:06:18.620150
12107,HS552C,156.7,156.9,5,CL,2025-10-31 15:06:18.620167
12108,HS552C,156.9,157.7,56,CLSA,2025-10-31 15:06:18.620183
12109,HS552C,157.7,160.0,5,CL,2025-10-31 15:06:18.620199
12110,HS552C,160.0,163.5,5,CL,2025-10-31 15:06:18.620216
12111,HS552C,163.5,163.7,56,CLSA,2025-10-31 15:06:18.620232
12112,HS552C,163.7,165.0,5,CL,2025-10-31 15:06:18.620249
12113,HS552C,165.0,165.25,56,CLSA,2025-10-31 15:06:18.620265
12114,HS552C,165.25,166.7,5,CL,2025-10-31 15:06:18.620282
12115,HS552C,166.7,167.0,4,CBCL,2025-10-31 15:06:18.620299
12116,HS552C,167.0,169.0,5,CL,2025-10-31 15:06:18.620315
12117,HS552C,169.0,169.4,85,SICL,2025-10-31 15:06:18.620332
12118,HS552C,169.4,170.0,5,CL,2025-10-31 15:06:18.620348
12119,HS552C,170.0,174.0,85,SICL,2025-10-31 15:06:18.620367
12120,HS552C,174.0,174.2,81,ST,2025-10-31 15:06:18.620395
12121,HS552C,174.2,175.0,56,CLSA,2025-10-31 15:06:18.620412
12122,HS552C,175.0,176.6,5,CL,2025-10-31 15:06:18.620429
12123,HS552C,176.6,177.0,4,CBCL,2025-10-31 15:06:18.620445
12124,HS552C,177.0,178.6,5,CL,2025-10-31 15:06:18.620462
12125,HS552C,178.6,179.2,1,LI,2025-10-31 15:06:18.620478
12126,HS552C,179.2,180.5,5,CL,2025-10-31 15:06:18.620495
12127,HS552C,180.5,181.4,1,LI,2025-10-31 15:06:18.620512
12128,HS552C,181.4,181.8,5,CL,2025-10-31 15:06:18.620530
12129,HS552C,181.8,184.2,5,CL,2025-10-31 15:06:18.620546
12130,HS552C,184.2,184.4,3,LICL,2025-10-31 15:06:18.620563
12131,HS552C,184.4,185.7,1,LI,2025-10-31 15:06:18.620579
12132,HS552C,185.7,186.3,1,LI,2025-10-31 15:06:18.620597
12133,HS552C,186.3,186.8,1,LI,2025-10-31 15:06:18.620614
12134,HS552C,186.8,187.0,1,LI,2025-10-31 15:06:18.620631
12135,HS552C,187.0,188.2,1,LI,2025-10-31 15:06:18.620647
12136,HS552C,188.2,188.7,1,LI,2025-10-31 15:06:18.620665
12137,HS552C,188.7,189.8,5,CL,2025-10-31 15:06:18.620684
12138,HS552C,189.8,190.7,5,CL,2025-10-31 15:06:18.620700
12139,HS552C,190.7,191.0,1,LI,2025-10-31 15:06:18.620717
12140,HS552C,191.0,192.2,1,LI,2025-10-31 15:06:18.620733
12141,HS552C,192.2,193.2,4,CBCL,2025-10-31 15:06:18.620749
12142,HS552C,193.2,194.0,1,LI,2025-10-31 15:06:18.620766
12143,HS552C,194.0,195.8,1,LI,2025-10-31 15:06:18.620783
12144,HS552C,195.8,196.0,1,LI,2025-10-31 15:06:18.620800
12145,HS552C,196.0,196.3,1,LI,2025-10-31 15:06:18.620817
12146,HS552C,196.3,197.7,1,LI,2025-10-31 15:06:18.620833
12147,HS552C,197.7,198.0,1,LI,2025-10-31 15:06:18.620850
12148,HS552C,198.0,199.8,1,LI,2025-10-31 15:06:18.620866
12149,HS552C,199.8,200.0,1,LI,2025-10-31 15:06:18.620882
12150,HS552C,200.0,200.6,1,LI,2025-10-31 15:06:18.620899
12151,HS552C,200.6,201.9,1,LI,2025-10-31 15:06:18.620915
12152,HS552C,201.9,202.0,1,LI,2025-10-31 15:06:18.620931
12153,HS552C,202.0,203.9,1,LI,2025-10-31 15:06:18.620950
12154,HS552C,203.9,204.0,1,LI,2025-10-31 15:06:18.620967
12155,HS552C,204.0,204.4,1,LI,2025-10-31 15:06:18.620984
12156,HS552C,204.4,204.5,1,LI,2025-10-31 15:06:18.621000
12157,HS552C,204.5,206.0,1,LI,2025-10-31 15:06:18.621017
12158,HS552C,206.0,206.4,1,LI,2025-10-31 15:06:18.621033
12159,HS552C,206.4,207.0,5,CL,2025-10-31 15:06:18.621050
12160,HS552C,207.0,207.5,2,CLLI,2025-10-31 15:06:18.621066
12161,HS552C,207.5,207.8,5,CL,2025-10-31 15:06:18.621083
12162,HS552C,207.8,208.0,3,LICL,2025-10-31 15:06:18.621099
12163,HS552C,208.0,208.3,1,LI,2025-10-31 15:06:18.621115
12164,HS552C,208.3,209.6,1,LI,2025-10-31 15:06:18.621132
12165,HS552C,209.6,210.0,1,LI,2025-10-31 15:06:18.621148
12166,HS552C,210.0,210.8,1,LI,2025-10-31 15:06:18.621165
12167,HS552C,210.8,211.0,1,LI,2025-10-31 15:06:18.621181
12168,HS552C,211.0,211.6,1,LI,2025-10-31 15:06:18.621198
12169,HS552C,211.6,211.8,3,LICL,2025-10-31 15:06:18.621214
12170,HS552C,211.8,212.2,3,LICL,2025-10-31 15:06:18.621230
12171,HS552C,212.2,213.0,1,LI,2025-10-31 15:06:18.621247
12172,HS552C,213.0,213.1,1,LI,2025-10-31 15:06:18.621264
12173,HS552C,213.1,214.3,1,LI,2025-10-31 15:06:18.621280
12174,HS552C,214.3,215.0,1,LI,2025-10-31 15:06:18.621297
12175,HS552C,215.0,217.0,1,LI,2025-10-31 15:06:18.621313
12176,HS552C,217.0,218.35,1,LI,2025-10-31 15:06:18.621330
12177,HS552C,218.35,218.8,1,LI,2025-10-31 15:06:18.621346
12178,HS552C,218.8,219.0,1,LI,2025-10-31 15:06:18.621362
12179,HS552C,219.0,219.6,1,LI,2025-10-31 15:06:18.621379
12180,HS552C,219.6,219.7,1,LI,2025-10-31 15:06:18.621395
12181,HS552C,219.7,221.0,1,LI,2025-10-31 15:06:18.621412
12182,HS552C,221.0,222.5,1,LI,2025-10-31 15:06:18.621428
12183,HS552C,222.5,223.0,1,LI,2025-10-31 15:06:18.621444
12184,HS552C,223.0,223.1,1,LI,2025-10-31 15:06:18.621461
12185,HS552C,223.1,224.2,1,LI,2025-10-31 15:06:18.621477
12186,HS552C,224.2,224.8,1,LI,2025-10-31 15:06:18.621493
12187,HS552C,224.8,225.0,1,LI,2025-10-31 15:06:18.621510
12188,HS552C,225.0,227.0,1,LI,2025-10-31 15:06:18.621528
12189,HS552C,227.0,227.3,1,LI,2025-10-31 15:06:18.621545
12190,HS552C,227.3,229.0,1,LI,2025-10-31 15:06:18.621561
12191,HS552C,229.0,229.7,1,LI,2025-10-31 15:06:18.621578
12192,HS552C,229.7,231.0,1,LI,2025-10-31 15:06:18.621595
12193,HS552C,231.0,231.6,5,CL,2025-10-31 15:06:18.621611
12194,HS552C,231.6,233.0,1,LI,2025-10-31 15:06:18.621628
12195,HS552C,233.0,233.1,2,CLLI,2025-10-31 15:06:18.621644
12196,HS552C,233.1,235.0,2,CLLI,2025-10-31 15:06:18.621661
12197,HS552C,235.0,236.0,2,CLLI,2025-10-31 15:06:18.621738
12198,HS552C,236.0,236.6,5,CL,2025-10-31 15:06:18.621757
12199,HS552C,236.6,237.6,4,CBCL,2025-10-31 15:06:18.621775
12200,HS552C,237.6,238.6,1,LI,2025-10-31 15:06:18.621791
12201,HS552C,238.6,239.6,5,CL,2025-10-31 15:06:18.621808
12202,HS552C,239.6,241.0,2,CLLI,2025-10-31 15:06:18.621824
12203,HS552C,241.0,242.75,2,CLLI,2025-10-31 15:06:18.621841
12204,HS552C,242.75,243.3,2,CLLI,2025-10-31 15:06:18.621857
12205,HS552C,243.3,245.0,1,LI,2025-10-31 15:06:18.621874
12206,HS552C,245.0,247.0,1,LI,2025-10-31 15:06:18.621890
12207,HS552C,247.0,249.0,1,LI,2025-10-31 15:06:18.621906
12208,HS552C,249.0,251.0,1,LI,2025-10-31 15:06:18.621924
12209,HS552C,251.0,253.0,1,LI,2025-10-31 15:06:18.621940
12210,HS552C,253.0,255.0,1,LI,2025-10-31 15:06:18.621957
12211,HS552C,255.0,256.0,1,LI,2025-10-31 15:06:18.622014
12212,HS552C,256.0,257.0,1,LI,2025-10-31 15:06:18.622031
12213,HS552C,257.0,259.0,1,LI,2025-10-31 15:06:18.622047
12214,HS552C,259.0,260.0,1,LI,2025-10-31 15:06:18.622064
12215,HS552C,260.0,262.0,1,LI,2025-10-31 15:06:18.622080
12216,HS552C,262.0,264.25,1,LI,2025-10-31 15:06:18.622097
12217,HS552C,264.25,264.3,4,CBCL,2025-10-31 15:06:18.622113
12218,HS552C,264.3,265.7,1,LI,2025-10-31 15:06:18.622129
12219,HS552C,265.7,266.7,3,LICL,2025-10-31 15:06:18.622146
12220,HS552C,266.7,269.0,1,LI,2025-10-31 15:06:18.622162
12221,HS552C,269.0,271.0,1,LI,2025-10-31 15:06:18.622179
12222,HS552C,271.0,272.7,1,LI,2025-10-31 15:06:18.622195
12223,HS552C,272.7,273.6,4,CBCL,2025-10-31 15:06:18.622212
12224,HS552C,273.6,274.0,1,LI,2025-10-31 15:06:18.622228
12225,HS552C,274.0,275.0,3,LICL,2025-10-31 15:06:18.622244
12226,HS552C,275.0,275.4,4,CBCL,2025-10-31 15:06:18.622261
12227,HS552C,275.4,280.0,5,CL,2025-10-31 15:06:18.622294
12228,HS552C,280.0,285.0,5,CL,2025-10-31 15:06:18.622310
12229,HS552C,285.0,287.0,5,CL,2025-10-31 15:06:18.622327
12230,HS552C,287.0,287.5,56,CLSA,2025-10-31 15:06:18.622343
12231,HS552C,287.5,291.2,5,CL,2025-10-31 15:06:18.622361
12232,HS552C,291.2,292.4,2,CLLI,2025-10-31 15:06:18.622377
12233,HS552C,292.4,293.0,5,CL,2025-10-31 15:06:18.622394
12234,HS552C,293.0,295.8,56,CLSA,2025-10-31 15:06:18.622410
12235,HS552C,295.8,296.4,5,CL,2025-10-31 15:06:18.622426
12236,HS552C,296.4,300.0,85,SICL,2025-10-31 15:06:18.622443
12237,HS552C,300.0,304.7,85,SICL,2025-10-31 15:06:18.622460
12238,HS552C,304.7,304.9,56,CLSA,2025-10-31 15:06:18.622476
12239,HS552C,304.9,308.0,85,SICL,2025-10-31 15:06:18.622492
12240,HS552C,740742.775,2181404.485,,,2025-10-31 15:06:18.617996
12241,HS552C,,,,,2025-10-31 15:06:18.618012
12242,HS553C,0.0,6.8,5,CL,2025-10-31 15:06:18.622541
12243,HS553C,6.8,7.05,3,LICL,2025-10-31 15:06:18.622557
12244,HS553C,7.05,7.2,5,CL,2025-10-31 15:06:18.622574
12245,HS553C,7.2,7.4,3,LICL,2025-10-31 15:06:18.622590
12246,HS553C,7.4,9.15,5,CL,2025-10-31 15:06:18.622607
12247,HS553C,9.15,9.4,1,LI,2025-10-31 15:06:18.622623
12248,HS553C,9.4,9.55,5,CL,2025-10-31 15:06:18.622639
12249,HS553C,9.55,9.8,3,LICL,2025-10-31 15:06:18.622656
12250,HS553C,9.8,11.45,5,CL,2025-10-31 15:06:18.622673
12251,HS553C,11.45,11.8,85,SICL,2025-10-31 15:06:18.622689
12252,HS553C,11.8,12.25,6,SA,2025-10-31 15:06:18.622705
12253,HS553C,12.25,13.0,5,CL,2025-10-31 15:06:18.622722
12254,HS553C,13.0,13.2,1,LI,2025-10-31 15:06:18.622738
12255,HS553C,13.2,13.4,5,CL,2025-10-31 15:06:18.622754
12256,HS553C,13.4,13.5,3,LICL,2025-10-31 15:06:18.622771
12257,HS553C,13.5,13.65,5,CL,2025-10-31 15:06:18.622787
12258,HS553C,13.65,13.75,3,LICL,2025-10-31 15:06:18.622804
12259,HS553C,13.75,13.85,5,CL,2025-10-31 15:06:18.622820
12260,HS553C,13.85,14.0,3,LICL,2025-10-31 15:06:18.622836
12261,HS553C,14.0,14.2,5,CL,2025-10-31 15:06:18.622853
12262,HS553C,14.2,15.5,5,CL,2025-10-31 15:06:18.622869
12263,HS553C,15.5,15.9,85,SICL,2025-10-31 15:06:18.622885
12264,HS553C,15.9,16.25,6,SA,2025-10-31 15:06:18.622902
12265,HS553C,16.25,18.4,5,CL,2025-10-31 15:06:18.622918
12266,HS553C,18.4,19.0,85,SICL,2025-10-31 15:06:18.622935
12267,HS553C,19.0,19.3,81,ST,2025-10-31 15:06:18.622951
12268,HS553C,19.3,19.9,85,SICL,2025-10-31 15:06:18.622967
12269,HS553C,19.9,24.5,5,CL,2025-10-31 15:06:18.622988
12270,HS553C,24.5,24.9,85,SICL,2025-10-31 15:06:18.623005
12271,HS553C,24.9,27.5,5,CL,2025-10-31 15:06:18.623022
12272,HS553C,27.5,27.7,81,ST,2025-10-31 15:06:18.623040
12273,HS553C,27.7,29.9,5,CL,2025-10-31 15:06:18.623057
12274,HS553C,29.9,30.3,85,SICL,2025-10-31 15:06:18.623073
12275,HS553C,30.3,30.7,5,CL,2025-10-31 15:06:18.623090
12276,HS553C,30.7,31.1,85,SICL,2025-10-31 15:06:18.623106
12277,HS553C,31.1,31.95,5,CL,2025-10-31 15:06:18.623123
12278,HS553C,31.95,32.1,81,ST,2025-10-31 15:06:18.623139
12279,HS553C,32.1,32.4,85,SICL,2025-10-31 15:06:18.623156
12280,HS553C,32.4,32.6,81,ST,2025-10-31 15:06:18.623172
12281,HS553C,32.6,34.1,5,CL,2025-10-31 15:06:18.623189
12282,HS553C,34.1,35.1,85,SICL,2025-10-31 15:06:18.623215
12283,HS553C,35.1,36.0,5,CL,2025-10-31 15:06:18.623232
12284,HS553C,36.0,36.5,85,SICL,2025-10-31 15:06:18.623249
12285,HS553C,36.5,36.8,6,SA,2025-10-31 15:06:18.623265
12286,HS553C,36.8,37.4,5,CL,2025-10-31 15:06:18.623282
12287,HS553C,37.4,37.9,85,SICL,2025-10-31 15:06:18.623298
12288,HS553C,37.9,39.3,5,CL,2025-10-31 15:06:18.623314
12289,HS553C,39.3,40.1,85,SICL,2025-10-31 15:06:18.623332
12290,HS553C,40.1,42.9,5,CL,2025-10-31 15:06:18.623348
12291,HS553C,42.9,43.9,85,SICL,2025-10-31 15:06:18.623365
12292,HS553C,43.9,45.1,5,CL,2025-10-31 15:06:18.623381
12293,HS553C,45.1,46.1,85,SICL,2025-10-31 15:06:18.623398
12294,HS553C,46.1,47.5,5,CL,2025-10-31 15:06:18.623414
12295,HS553C,47.5,48.5,85,SICL,2025-10-31 15:06:18.623431
12296,HS553C,48.5,50.9,5,CL,2025-10-31 15:06:18.623447
12297,HS553C,50.9,51.5,85,SICL,2025-10-31 15:06:18.623463
12298,HS553C,51.5,51.65,81,ST,2025-10-31 15:06:18.623480
12299,HS553C,51.65,52.1,85,SICL,2025-10-31 15:06:18.623496
12300,HS553C,52.1,52.5,6,SA,2025-10-31 15:06:18.623593
12301,HS553C,52.5,54.65,5,CL,2025-10-31 15:06:18.623806
12302,HS553C,54.65,55.4,5,CL,2025-10-31 15:06:18.623915
12303,HS553C,55.4,56.35,5,CL,2025-10-31 15:06:18.623940
12304,HS553C,56.35,56.85,4,CBCL,2025-10-31 15:06:18.623960
12305,HS553C,56.85,57.3,5,CL,2025-10-31 15:06:18.623978
12306,HS553C,57.3,57.75,4,CBCL,2025-10-31 15:06:18.623996
12307,HS553C,57.75,60.1,5,CL,2025-10-31 15:06:18.624013
12308,HS553C,60.1,60.3,3,LICL,2025-10-31 15:06:18.624030
12309,HS553C,60.3,60.5,5,CL,2025-10-31 15:06:18.624053
12310,HS553C,60.5,60.7,3,LICL,2025-10-31 15:06:18.624070
12311,HS553C,60.7,61.25,5,CL,2025-10-31 15:06:18.624087
12312,HS553C,61.25,61.5,3,LICL,2025-10-31 15:06:18.624104
12313,HS553C,61.5,62.7,5,CL,2025-10-31 15:06:18.624120
12314,HS553C,62.7,63.0,3,LICL,2025-10-31 15:06:18.624137
12315,HS553C,63.0,64.5,5,CL,2025-10-31 15:06:18.624153
12316,HS553C,64.5,64.7,85,SICL,2025-10-31 15:06:18.624170
12317,HS553C,64.7,65.45,5,CL,2025-10-31 15:06:18.624187
12318,HS553C,65.45,66.5,85,SICL,2025-10-31 15:06:18.624203
12319,HS553C,66.5,67.1,5,CL,2025-10-31 15:06:18.624220
12320,HS553C,67.1,67.4,5,CL,2025-10-31 15:06:18.624237
12321,HS553C,67.4,67.6,3,LICL,2025-10-31 15:06:18.624253
12322,HS553C,67.6,67.8,5,CL,2025-10-31 15:06:18.624270
12323,HS553C,67.8,68.6,3,LICL,2025-10-31 15:06:18.624287
12324,HS553C,68.6,68.9,5,CL,2025-10-31 15:06:18.624303
12325,HS553C,68.9,69.2,4,CBCL,2025-10-31 15:06:18.624321
12326,HS553C,69.2,69.3,5,CL,2025-10-31 15:06:18.624337
12327,HS553C,69.3,70.0,4,CBCL,2025-10-31 15:06:18.624367
12328,HS553C,70.0,70.1,4,CBCL,2025-10-31 15:06:18.624387
12329,HS553C,70.1,71.6,3,LICL,2025-10-31 15:06:18.624403
12330,HS553C,71.6,73.15,3,LICL,2025-10-31 15:06:18.624420
12331,HS553C,73.15,73.45,5,CL,2025-10-31 15:06:18.624436
12332,HS553C,73.45,74.3,2,CLLI,2025-10-31 15:06:18.624453
12333,HS553C,74.3,74.6,4,CBCL,2025-10-31 15:06:18.624469
12334,HS553C,74.6,74.9,3,LICL,2025-10-31 15:06:18.624486
12335,HS553C,74.9,75.2,4,CBCL,2025-10-31 15:06:18.624503
12336,HS553C,75.2,75.4,5,CL,2025-10-31 15:06:18.624520
12337,HS553C,75.4,75.8,3,LICL,2025-10-31 15:06:18.624536
12338,HS553C,75.8,77.1,2,CLLI,2025-10-31 15:06:18.624553
12339,HS553C,77.1,77.6,2,CLLI,2025-10-31 15:06:18.624569
12340,HS553C,77.6,77.8,2,CLLI,2025-10-31 15:06:18.624586
12341,HS553C,77.8,78.2,3,LICL,2025-10-31 15:06:18.624602
12342,HS553C,78.2,79.5,3,LICL,2025-10-31 15:06:18.624619
12343,HS553C,79.5,79.8,5,CL,2025-10-31 15:06:18.624635
12344,HS553C,79.8,79.9,4,CBCL,2025-10-31 15:06:18.624652
12345,HS553C,79.9,80.2,1,LI,2025-10-31 15:06:18.624668
12346,HS553C,80.2,80.5,5,CL,2025-10-31 15:06:18.624685
12347,HS553C,80.5,80.65,1,LI,2025-10-31 15:06:18.624701
12348,HS553C,80.65,81.0,5,CL,2025-10-31 15:06:18.624719
12349,HS553C,81.0,81.2,1,LI,2025-10-31 15:06:18.624735
12350,HS553C,81.2,81.5,5,CL,2025-10-31 15:06:18.624752
12351,HS553C,81.5,82.0,2,CLLI,2025-10-31 15:06:18.624768
12352,HS553C,82.0,82.25,5,CL,2025-10-31 15:06:18.624785
12353,HS553C,82.25,82.5,5,CL,2025-10-31 15:06:18.624801
12354,HS553C,82.5,82.7,5,CL,2025-10-31 15:06:18.624818
12355,HS553C,82.7,82.85,5,CL,2025-10-31 15:06:18.624834
12356,HS553C,82.85,84.3,2,CLLI,2025-10-31 15:06:18.624851
12357,HS553C,84.3,84.6,5,CL,2025-10-31 15:06:18.624868
12358,HS553C,84.6,85.5,5,CL,2025-10-31 15:06:18.624885
12359,HS553C,85.5,85.9,2,CLLI,2025-10-31 15:06:18.624901
12360,HS553C,85.9,86.65,5,CL,2025-10-31 15:06:18.624918
12361,HS553C,86.65,90.6,85,SICL,2025-10-31 15:06:18.624934
12362,HS553C,90.6,91.0,1,LI,2025-10-31 15:06:18.624951
12363,HS553C,91.0,92.5,5,CL,2025-10-31 15:06:18.624967
12364,HS553C,92.5,92.8,5,CL,2025-10-31 15:06:18.624997
12365,HS553C,92.8,94.0,1,LI,2025-10-31 15:06:18.625014
12366,HS553C,94.0,95.15,2,CLLI,2025-10-31 15:06:18.625031
12367,HS553C,95.15,95.4,5,CL,2025-10-31 15:06:18.625048
12368,HS553C,95.4,96.05,2,CLLI,2025-10-31 15:06:18.625064
12369,HS553C,96.05,96.3,5,CL,2025-10-31 15:06:18.625081
12370,HS553C,96.3,96.55,4,CBCL,2025-10-31 15:06:18.625097
12371,HS553C,96.55,96.65,4,CBCL,2025-10-31 15:06:18.625114
12372,HS553C,96.65,96.8,4,CBCL,2025-10-31 15:06:18.625130
12373,HS553C,96.8,97.05,5,CL,2025-10-31 15:06:18.625147
12374,HS553C,97.05,98.95,2,CLLI,2025-10-31 15:06:18.625163
12375,HS553C,98.95,99.25,2,CLLI,2025-10-31 15:06:18.625179
12376,HS553C,99.25,100.0,2,CLLI,2025-10-31 15:06:18.625196
12377,HS553C,100.0,100.3,5,CL,2025-10-31 15:06:18.625212
12378,HS553C,100.3,100.65,5,CL,2025-10-31 15:06:18.625229
12379,HS553C,100.65,101.0,2,CLLI,2025-10-31 15:06:18.625246
12380,HS553C,101.0,101.1,5,CL,2025-10-31 15:06:18.625262
12381,HS553C,101.1,101.25,5,CL,2025-10-31 15:06:18.625278
12382,HS553C,101.25,101.4,1,LI,2025-10-31 15:06:18.625307
12383,HS553C,101.4,101.5,5,CL,2025-10-31 15:06:18.625324
12384,HS553C,101.5,102.0,1,LI,2025-10-31 15:06:18.625340
12385,HS553C,102.0,103.1,3,LICL,2025-10-31 15:06:18.625357
12386,HS553C,103.1,103.6,4,CBCL,2025-10-31 15:06:18.625373
12387,HS553C,103.6,103.85,5,CL,2025-10-31 15:06:18.625391
12388,HS553C,103.85,104.0,2,CLLI,2025-10-31 15:06:18.625407
12389,HS553C,104.0,104.2,5,CL,2025-10-31 15:06:18.625424
12390,HS553C,104.2,104.4,2,CLLI,2025-10-31 15:06:18.625440
12391,HS553C,104.4,104.6,5,CL,2025-10-31 15:06:18.625457
